CIVICO,CLASSIFICAZIONE,CODICE_VIA,COD_ISOLATO,COD_LOCALITA,COD_MUNICIPALITA,COD_QUARTIERE,COD_ZONA,DENOMINAZIONE_STRUTTURA,ESRI_OID,ID_RAGIONE_SOCIALE,ID_STRUTTURA,INDIRIZZO,INDIRIZZO_EMAIL,LETTERA,NUMERO_LETTI,NUMERO_STANZE,NUM_STELLE,PERCENTUALE_RIDUZIONE,RAGIONE_SOCIALE,SITOWEB,SUB_CODICE_VIA,SUB_COD_VIA,TELEFONO,TIPO,TIPOLOGIA_STRUTTURA,TIPO_STRUTTURA,ZONA_IDS,longitude,latitude,data,codice_gruppo,codice_isolato,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
6,2 LEONI,1790,270423126,270425118,5,12,3,CORTE DI VENEZIA,7825,1762,22415,VIA BRENDOLE 6,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,2,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,1790,1790,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2302837.5774999997,5042007.2348,2019-04-17,3,270423126,270425118,5,12,Terraferma,Aree Non Altrove Classificate (M.5 - Q.12),Chirignago - Zelarino,"Chirignago, Gazzera"
53,2 LEONI,1790,270423127,270425111,5,12,3,DOGE VENEZIANO  1,7826,966,90581,VIA BRENDOLE 53,BB.DOGEVENEZIANO@GMAIL.COM,_,11,6,2,30,IDA  S.R.L.,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,1790,1790,0414762191,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2302706.7709,5042040.4691,2019-04-17,3,270423127,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
53,2 LEONI,1790,270423127,270425111,5,12,3,DOGE VENEZIANO,7827,968,90580,VIA BRENDOLE 53,BB.DOGEVENEZIANO@GMAIL.COM,_,11,6,2,30,PIERETTO  S.R.L.,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,1790,1790,041916695,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2302706.7709,5042040.4691,2019-04-17,3,270423127,270425111,5,12,Terraferma,Gazzera,Chirignago - Zelarino,"Chirignago, Gazzera"
10,2 LEONI,5730,270423040,270425097,5,11,3,B&B AL GELSOMINO,7828,160,73892,VIA DEL GAGGIAN 10,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,1,2,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,5730,5730,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2303511.7441999996,5042074.040100001,2019-04-17,3,270423040,270425097,5,11,Terraferma,Cipressina,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
35,3 LEONI,7970,270423100,270425118,5,12,3,CASAROSSOVENEZIANO B&B,7829,4783,73944,VIA FORTE GAZZERA 35,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,7970,7970,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2301530.1256999997,5042182.975099999,2019-04-17,3,270423100,270425118,5,12,Terraferma,Aree Non Altrove Classificate (M.5 - Q.12),Chirignago - Zelarino,"Chirignago, Gazzera"
17,2 LEONI,14090,270423039,270425097,5,11,3,SOLARE B&B,7830,1655,51796,VIA GIOVANNI BATTISTA PIRANESI 17/A,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,A,2,1,2,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,14090,14090,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2303144.4625000004,5042220.297599999,2019-04-17,3,270423039,270425097,5,11,Terraferma,Cipressina,Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
5,3 LEONI,1220,270422796,270425108,5,11,3,VILLA MORO LIN,7831,919,73704,VIA BERNARDO BELLOTTO 5,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,22,10,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,1220,1220,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,UNITÀ ABITATIVE AMMOBILIATE AD USO TURISTICO,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2302985.5949999997,5042692.871099999,2019-04-17,3,270422796,270425108,5,11,Terraferma,Aree Non Altrove Classificate (M.5 - Q.11),Chirignago - Zelarino,"Cipressina, Zelarino, Trivignano"
24,3 LEONI,7580,270423079,270425118,5,12,3,B&B VENEZIAEDINTORNI,7832,2177,70831,VIA FAVIGNANA 24,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,5,3,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,7580,7580,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2302115.3397000004,5042821.7554,2019-04-17,3,270423079,270425118,5,12,Terraferma,Aree Non Altrove Classificate (M.5 - Q.12),Chirignago - Zelarino,"Chirignago, Gazzera"
1,3 LEONI,9030,270423419,270425128,6,13,3,VENICE CASANOVA B&B,7833,2521,52362,VIA GRAPPUTO 1 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,5,3,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,9030,9030,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2299911.4475,5039080.637499999,2019-04-17,3,270423419,270425128,6,13,Terraferma,Aree Non Altrove Classificate (M.6 - Q.13),Marghera,"Marghera, Catene, Malcontenta"
1,3 LEONI,7650,270423459,270425121,6,13,3,ABAVEN,7834,2201,52367,VIA FELTRE 1,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,7650,7650,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2301156.0432,5039842.715600001,2019-04-17,3,270423459,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
16,3 LEONI,5590,270423472,270425121,6,13,3,DEAR VENICE,7835,2209,31082,VIA DEL BOSCO 16 A,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,A,6,3,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,5590,5590,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2301840.8392000003,5039534.373400001,2019-04-17,3,270423472,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
6,2 LEONI,10340,270423480,270425121,6,13,3,"""B&B VENEZIA IN GONDOLA""",7836,2104,52337,VIA MALAMOCCO 6,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,2,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,10340,10340,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2302154.2537000002,5039656.3375,2019-04-17,3,270423480,270425121,6,13,Terraferma,Marghera Catene,Marghera,"Marghera, Catene, Malcontenta"
5,2 LEONI,13184,270422000,270425079,3,8,3,RIST. PIZZ. LOCANDA CA' NOGHERA DA ROMOLO SRL,7837,2009,41540,VIA PALIAGA 5,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,8,6,2,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,13184,13184,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2313612.2757,5044147.598300001,2019-04-17,3,270422000,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
242,3 LEONI,18210,270422019,270425079,3,8,3,COUNTRY HOUSE COUNTRY CLUB MONTIRON,7838,233,86940,VIA TRIESTINA 242,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,10,6,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18210,18210,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2316275.4630000005,5044836.552300001,2019-04-17,3,270422019,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
242,3 LEONI,18210,270422019,270425079,3,8,3,CA'ROSA,7839,233,86941,VIA TRIESTINA 242,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18210,18210,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2316275.4630000005,5044836.552300001,2019-04-17,3,270422019,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
3,4 LEONI,10970,270421632,270425031,1,6,2,VENISSA,608,3357,41477,FONDAMENTA SANTA CATERINA 3,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,12,6,4,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,15549,15549,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,CASE PER VACANZA,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2317687.2701000003,5040509.3464,2019-04-17,1,270421632,270425031,1,6,Città d'acqua,Mazzorbo,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
9,2 LEONI,18010,270421661,270425040,1,6,2,BED AND BREAKFAST CA' TORCELLO,609,938,52382,ISOLA TORCELLO 9,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,2,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18010,18010,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318147.8881,5041435.1129,2019-04-17,1,270421661,270425040,1,6,Città d'acqua,Torcello,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
379,3 LEONI,16100,270421642,270425032,1,6,1,LAGUNA BLU',610,1466,80618,SAN MARTINO DESTRA (BURANO) 379,EDDY@STUDIOBATTAGLIERIN.IT,_,10,5,3,0,LAGUNA BLU DI ZANE MARCO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,4617,4617,041730650,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,CENTRO STORICO,2318217.4820999997,5040178.383099999,2019-04-17,1,270421642,270425032,1,6,Città d'acqua,Burano,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
29,2 LEONI,18010,270421661,270425040,1,6,2,LOCANDA CIPRIANI,7840,1266,48166,ISOLA TORCELLO 29,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,9,6,2,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18010,18010,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2318266.7243999997,5041517.4288,2019-04-17,1,270421661,270425040,1,6,Città d'acqua,Torcello,Venezia - Murano - Burano,"Burano, Mazzorbo, Torcello"
45,3 LEONI,18620,270421545,270425025,1,5,2,VENIER 1,611,5076,83582,FONDAMENTA SEBASTIANO VENIER 45,CATTELAN@INWIND.IT,_,6,2,3,20,FRATELLI CATTELAN,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18620,18620,041736927,L,UNITÀ ABITATIVE AMMOBILIATE AD USO TURISTICO,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2312803.7369,5037291.1976,2019-04-17,1,270421545,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
45,3 LEONI,18620,270421545,270425025,1,5,2,VENIER2,612,5076,83583,FONDAMENTA SEBASTIANO VENIER 45,CATTELAN@INWIND.IT,_,3,1,3,20,FRATELLI CATTELAN,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18620,18620,041736927,L,UNITÀ ABITATIVE AMMOBILIATE AD USO TURISTICO,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2312803.7369,5037291.1976,2019-04-17,1,270421545,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
45,3 LEONI,18620,270421545,270425025,1,5,2,VENIER 45 TERRA,613,5076,83581,FONDAMENTA SEBASTIANO VENIER 45,CATTELAN@INWIND.IT,_,3,1,3,20,FRATELLI CATTELAN,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18620,18620,041736927,L,UNITÀ ABITATIVE AMMOBILIATE AD USO TURISTICO,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2312803.7369,5037291.1976,2019-04-17,1,270421545,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
8,2 LEONI,2355,270421998,270425077,3,8,3,B&B VENICEAIRPORTDIEGO1,614,2403,42039,VIA CA' VIGANO' 8,PATTARELLO.DIEGO@TISCALI.IT,_,5,2,2,30,B&B VENICEAIRPORTDIEGO1,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,2355,2355,3923475114,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2312596.5922,5043538.646400001,2019-04-17,3,270421998,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
8,2 LEONI,2355,270421998,270425077,3,8,3,B&B AIRPORT VENICE DIEGO,615,2200,42038,VIA CA' VIGANO' 8,PATTARELLO.DIEGO@TISCALI.IT,_,7,3,2,30,PATTARELLO DIEGO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,2355,2355,3923475114,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2312596.5922,5043538.646400001,2019-04-17,3,270421998,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
291,3 LEONI,12870,270421722,270425068,3,8,3,GUEST HOUSE BELLA ONDA,616,1206,79332,VIA ORLANDA 291,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,13,6,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,12870,12870,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2311100.5933999997,5042368.443,2019-04-17,3,270421722,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
11,2 LEONI,17660,270421986,270425068,3,8,3,VENICE LAGOON HOUSE,617,1609,22836,VIA TENDA 11,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,2,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,17660,17660,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2311118.8835000005,5042142.011700001,2019-04-17,3,270421986,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
41,3 LEONI,230,270421991,270425068,3,8,3,BED AND BREAKFAST DOLCE LAGUNA,618,3855,77870,VIA ALESSANDRIA 41 B,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,B,10,3,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,230,230,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2311422.7445,5042259.3484000005,2019-04-17,3,270421991,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
43,3 LEONI,230,270421991,270425068,3,8,3,DOLCE LAGUNA2,619,3855,77872,VIA ALESSANDRIA 43,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,2,3,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,230,230,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2311434.6065999996,5042271.8101,2019-04-17,3,270421991,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
163,2 LEONI,18210,270421974,270425077,3,8,3,"B&B ""GABRIEL&MELISSA"" AIRPORT VIEW",620,6135,82480,VIA TRIESTINA 163 E,ROXANAMARIA077@GMAIL.COM,E,7,3,2,30,"B&B ""GABRIEL&MELISSA"" AIRPORT VIEW",PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,18210,18210,0418946416,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2311932.9678999996,5043067.1533,2019-04-17,3,270421974,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
74,2 LEONI,9890,270422003,270425079,3,8,3,IL CASOLARE SRL,7841,4153,74503,VIA LITOMARINO 74 A,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,A,12,6,2,30,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,9890,9890,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,ALLOGGI TURISTICI,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2313336.3016,5044901.7346,2019-04-17,3,270422003,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
77,4 LEONI,12470,270421581,270425025,1,5,2,LAGOON SUITES APPARTAMENTO 4,621,2484,18289,FONDAMENTA ANDREA NAVAGERO 77,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,2,1,4,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,12470,12470,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,UNITÀ ABITATIVE AMMOBILIATE AD USO TURISTICO,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313367.8158,5036812.8166000005,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
77,4 LEONI,12470,270421581,270425025,1,5,2,LAGOON SUITES APPARTAMENTO 5,622,2484,18290,FONDAMENTA ANDREA NAVAGERO 77,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,4,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,12470,12470,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,UNITÀ ABITATIVE AMMOBILIATE AD USO TURISTICO,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313367.8158,5036812.8166000005,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
77,4 LEONI,12470,270421581,270425025,1,5,2,LAGOON SUITES APPARTAMENTO 3,623,2484,18291,FONDAMENTA ANDREA NAVAGERO 77,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,4,2,4,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,12470,12470,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,UNITÀ ABITATIVE AMMOBILIATE AD USO TURISTICO,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313367.8158,5036812.8166000005,2019-04-17,1,270421581,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
12,4 LEONI,16620,270421578,270425025,1,5,2,CA' DEL POMO GRANA',624,4088,24705,FONDAMENTA SEBASTIANO SANTI 12,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,6,3,4,20,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,16620,16620,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,"ISOLE DELLA LAGUNA (ESCLUSO CENTRO STORICO, GIUDECCA, ISOLE DEDICATE IN VIA PRINCIPALE ALLA FUNZIONE RICETTIVA E ALBERGHI A 5 STELLE)",2313413.5662000002,5037297.8266,2019-04-17,1,270421578,270425025,1,5,Città d'acqua,Murano,Venezia - Murano - Burano,"Murano, S. Erasmo"
2,2 LEONI,13185,270422014,270425077,3,8,3,BED AND BREAKFAST CASA DEL MIELE,7842,894,43966,VIA PALIAGHETTA 2/A,INFO@CASADELMIELE.COM,A,7,3,2,30,BED AND BREAKFAST CASA DEL MIELE DI GIORGIUTTI ENRICO,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,13185,13185,0415416129,L,BED & BREAKFAST,STRUTTURE RICETTIVE COMPLEMENTARI,TERRAFERMA,2313482.5089,5043860.4673999995,2019-04-17,3,270422014,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
4878,2 LEONI,2780,270420641,270425009,1,1,1,WE_CROCIFERI - CASA PER FERIE,625,2199,73613,CANNAREGIO 4878,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,255,130,2,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,52990,52990,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,CASE PER VACANZA,STRUTTURE RICETTIVE COMPLEMENTARI,CENTRO STORICO,2311873.3641,5035636.2762,2019-04-17,1,270420641,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
4883,3 LEONI,2780,270420641,270425009,1,1,1,RESIDENZA UNIVERSITARIA DEI GESUITI DI VENEZIA,626,270,47206,CANNAREGIO 4883,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,_,50,28,3,0,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,57000,57000,PUBBLICAZIONE DATO NON AUTORIZZATA DAL GESTORE,L,CASE PER VACANZA,STRUTTURE RICETTIVE COMPLEMENTARI,CENTRO STORICO,2311889.3660000004,5035696.2359,2019-04-17,1,270420641,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
